text,label
"Daily assignment checklist posted for Harrison's language arts class, novel reading and worksheet completion required.",US_School
"Secure campus protocol activated during state testing periods, no interruptions or early dismissals permitted today.",US_School
"Geometry concepts review game available online, practice area and perimeter calculations for upcoming quiz Friday.",US_School
"Athletic newsletter highlights spring sports achievements, track and field teams advance to district competition.",US_School
"Parent engagement workshop scheduled for Thursday evening, developing whole child through gratitude character building.",US_School
"Morning tutorial sessions available for STAAR test preparation, extra help offered in math and reading.",US_School
"Canvas submission comment notification for Emma's character analysis project, teacher feedback now available online.",US_School
"Science fair project data collection survey active, participate once through designated classroom portal link.",US_School
"Book study session rescheduled due to schedule conflict, final discussion moved to following Tuesday evening.",US_School
"Volunteer opportunity confirmation for crossing guard duty, morning shift 7:45-8:15 AM at Riverdale Elementary.",US_School
"Spring fundraiser brick sales continue for memorial walkway project, personalized engraving options still available.",US_School
"Field trip permission slip required for science museum visit, transportation and lunch arrangements being finalized.",US_School
"Weekly newsletter from Shadowbrook Elementary available online, spring carnival and fundraising updates included this week.",US_School
"Assignment notification for digital storytelling project, multimedia presentation due next Friday with rubric attached.",US_School
"Parent-teacher conference scheduling opens Monday, sign up for 15-minute slots through online booking system.",US_School
"Cafeteria menu changes effective immediately, new healthy options and allergen-free alternatives now available daily.",US_School
"Art showcase submissions due tomorrow for annual student exhibition, digital portfolios accepted through classroom portal.",US_School
"Reading intervention program placement notifications sent, additional support services begin next Monday morning.",US_School
"Drama club auditions scheduled for spring musical production, callback dates and rehearsal schedule posted online.",US_School
"Standardized testing makeup sessions available Thursday, contact counseling office to schedule missed assessment appointments.",US_School
"Library book fair begins next week, preview night for families Monday evening with special discount pricing.",US_School
"Student council election ballot information distributed, candidate speeches scheduled for Friday during lunch periods.",US_School
"Physical education uniform reminder for outdoor activities, weather-appropriate clothing required for safety protocols.",US_School
"Mathematics competition team tryouts announced, problem-solving skills assessment scheduled for interested 5th graders.",US_School
"After-school tutoring program expansion approved, additional subject areas and time slots now available.",US_School
"Kindergarten registration packets available in main office, required documentation checklist attached for new families.",US_School
"Band concert dress rehearsal moved to Wednesday, performance attire requirements and arrival time updated accordingly.",US_School
"Technology integration workshop for parents scheduled, learn about digital citizenship and online safety resources.",US_School
"School supply list updates posted for next academic year, grade-specific requirements and vendor discounts included.",US_School
"Emergency drill schedule notification sent, fire and severe weather procedures practice planned for Thursday.",US_School
"Yearbook sales deadline extended through Friday, personalization options and payment plans still available online.",US_School
"Spring sports physical forms due by March 1st, health office scheduling appointments for required medical examinations.",US_School
"Chess club tournament results posted, congratulations to Greenfield Middle School team for regional advancement placement.",US_School
"Substitute teacher appreciation luncheon planned, volunteer coordinators needed for catering and setup assistance Thursday.",US_School
"Student newspaper submissions welcome for April edition, creative writing and photography contributions encouraged from all grades.",US_School
"PTA meeting agenda includes playground renovation discussion, community input requested for equipment selection and installation.",US_School
"Career day presenter applications open, professionals needed to share expertise with 4th and 5th grade students.",US_School
"Lost and found collection reaches capacity, unclaimed items will be donated to charity after Friday pickup.",US_School
"Academic excellence awards ceremony invitation sent, honor roll recognition celebration scheduled for next Thursday evening.",US_School
"Summer reading program launch announcement, age-appropriate book lists and participation incentives now available online.",US_School
"School board candidate forum scheduled for community center, education policy discussions open to all district residents.",US_School
"Attendance policy reminder distributed to families, tardiness and absence reporting procedures outlined in student handbook.",US_School
"Science olympiad team practice intensifies, state competition preparation sessions scheduled for weekend study groups.",US_School
"Crossing guard position vacancy posted, morning and afternoon shifts available for qualified community volunteer applicants.",US_School
"Budget meeting public notice issued, fiscal year planning session open for community attendance and input.",US_School
"Robotics club fundraising campaign begins, engineering competition travel expenses need community sponsorship support immediately.",US_School
"Health screening appointments scheduled for all kindergarten students, vision and hearing assessments conducted by nurses.",US_School
"Transportation route changes effective Monday, bus stop locations and pickup times updated for spring semester.",US_School
"Art supplies donation drive launched, elementary classrooms need basic materials for upcoming creative projects.",US_School
"Graduation ceremony venue confirmed for Riverside High School seniors, ticketing information distributed to senior families.",US_School
